merchantid,totalunitssold,meanunitssoldperproduct,rating,meanproductprices,meanretailprices,averagediscount,meandiscount,meanproductratingscount,urgencytextrate
5b2604207b94e16c00375350,10000,10000.0,4.324,6.0,6.0,0.0,0.0,1669.0,65.57289002557545
59797d8e439a9870104928a1,10000,10000.0,4.343,9.0,17.0,48.0,48.0,2253.0,65.57289002557545
565537c7a9a8a4572be0bef5,10000,10000.0,4.353,17.0,15.0,-13.0,-13.0,3040.0,65.57289002557545
5bd0a13aa8f4bb2739445be4,10000,10000.0,4.356,5.66,5.0,-13.0,-13.0,2068.0,65.57289002557545
58a6971e0e16e97a6636a1b8,10000,10000.0,4.395,4.66,5.0,7.0,7.0,1594.0,65.57289002557545
57713183bd6b18740117229d,10000,10000.0,4.396,3.67,4.0,9.0,9.0,2072.0,65.57289002557545
585037af728de662411bd39a,10000,5000.0,3.775,8.5,8.0,-4.0,-4.5,486.0,50.0
5bde9444a53011739fbde291,10000,5000.0,3.818,8.5,8.0,-5.0,-5.0,707.0,65.57289002557545
5646e6e72a6bdb446aaf6cc8,10000,5000.0,3.88,11.0,10.0,-10.0,-10.0,402.0,50.0
58d20e95c7b73b52c9670c22,10000,5000.0,4.048,5.0,6.0,17.0,17.0,824.0,50.0
56c55a76cce1893c1b8a1716,10000,5000.0,4.07,5.0,8.0,38.0,38.0,747.0,50.0
5b658cbebc3b221445ba1440,10000,5000.0,4.082,7.0,159.0,96.0,96.0,1632.0,50.0
58dceeb2a6d6757401114dfd,10000,5000.0,4.106,13.0,11.5,-12.0,-12.5,1055.0,65.57289002557545
599bf53b21064f19ffffc891,10000,5000.0,4.124,10.0,18.0,30.0,29.5,275.0,50.0
57fc688ffcd3bb1955cb6f31,10000,5000.0,4.217,7.0,26.0,74.0,74.0,542.0,50.0
58a6b5d975b8da57c954c719,10000,5000.0,4.286,4.75,4.5,-4.0,-4.0,749.0,50.0
5495976a40b3782bc8b3654a,8000,2000.0,3.954,9.75,11.25,5.0,5.25,563.0,25.0
5ae296b6cd968d66be12d247,7000,2333.0,4.062,8.67,24.33,27.0,26.67,266.0,33.0
587f85cbb8038f4cb049c56c,7000,2333.0,4.08,6.27,14.33,43.0,43.33,432.0,65.57289002557545
5ae3d438c1d5187ae0dcea90,7000,2333.0,4.147,10.33,27.0,36.0,36.33,433.0,65.57289002557545
571b38e66c39b141b1ad43e1,6200,1550.0,3.858,5.75,5.5,-3.0,-3.5,137.0,65.57289002557545
58311e2257e86a1b8863f74c,6200,1550.0,3.968,8.5,33.0,36.0,35.75,193.0,75.0
58a99ceca65ebc504a6ebf1e,6020,1505.0,3.966,8.95,42.75,37.0,37.0,325.0,25.0
58b92804935861529969e778,6010,2003.0,4.254,5.97,5.33,-11.0,-10.67,197.0,67.0
5d464f4a56a26046dd1bb8a4,6000,3000.0,3.777,12.0,11.0,-9.0,-9.0,491.0,65.57289002557545
5d49403060c79c113a908720,6000,3000.0,3.871,7.5,6.5,-15.0,-15.0,743.0,65.57289002557545
583e34bb0299bc7904a92edf,6000,3000.0,4.152,9.0,8.0,-12.0,-12.0,481.0,65.57289002557545
5860cf7b0929fc4d76180aed,6000,3000.0,4.194,10.0,9.0,-11.0,-11.0,484.0,65.57289002557545
5788a55ba78e3f2dce4126ff,6000,3000.0,4.223,3.5,3.5,0.0,0.0,858.0,65.57289002557545
58d0c52c19bf8b6b34178db0,6000,3000.0,4.268,9.5,61.0,82.0,81.5,985.0,50.0
5268759b736046671957190c,5400,1080.0,3.838,2.31,10.0,75.0,75.2,187.0,40.0
55f7c64b3a698c4749f3bccf,5250,1313.0,4.074,7.75,13.5,12.0,11.5,308.0,25.0
566a47bfe9fa8a31b3ef5141,5250,1050.0,4.002,6.8,32.4,68.0,68.0,279.0,40.0
54d83b6b6b8a771e478558de,5200,1733.0,3.696,3.0,46.67,92.0,92.33,529.0,33.0
53f6b7c81c105e2dfac91041,5200,1733.0,4.301,8.67,8.0,-7.0,-6.67,366.0,33.0
58ba636a69ad29505a730852,5100,2550.0,3.832,3.37,43.5,54.0,54.0,154.0,65.57289002557545
5963882dd9b42511248ca27d,5100,2550.0,3.854,10.98,10.0,-6.0,-6.5,368.0,50.0
5788dc8d88eb7a2e8a04b1b2,5100,2550.0,3.955,12.5,35.5,33.0,33.0,458.0,65.57289002557545
5ad4325e9bda4e08bf7fd188,5100,2550.0,4.065,17.0,64.0,36.0,35.5,386.0,65.57289002557545
5d173ba2dbf7606ee45e0b19,5100,2550.0,4.216,6.0,17.0,65.0,65.0,252.0,65.57289002557545
5b235f8ad1c3603c027fdcda,5100,2550.0,4.218,10.0,9.5,-3.0,-3.5,1092.0,65.57289002557545
583e3e7a5022c71b82d1b18c,5100,2550.0,4.236,6.34,13.5,28.0,28.0,425.0,50.0
5817f156d8ef7848c3b400cc,5100,2550.0,4.386,11.5,128.5,91.0,90.5,277.0,100.0
593aa1956a74d26d7914a7e4,5000,5000.0,3.682,12.0,11.0,-9.0,-9.0,887.0,65.57289002557545
59a8267535e73b1fe45b702e,5000,5000.0,3.687,7.0,6.0,-16.0,-16.0,1212.0,65.57289002557545
5832a8766945cb1c96d3e2d8,5000,5000.0,3.795,18.0,27.0,34.0,34.0,1058.0,65.57289002557545
58314fcb7284901b7ca0d358,5000,5000.0,3.8,8.0,8.0,0.0,0.0,555.0,65.57289002557545
57ac6144abd6d018985e34a7,5000,5000.0,3.819,15.0,13.0,-15.0,-15.0,1072.0,65.57289002557545
5ad6ddb822fad74c8ed3fa3a,5000,5000.0,3.821,9.0,8.0,-12.0,-12.0,429.0,65.57289002557545
5ae2fae49d5e9703cfd6b63c,5000,5000.0,3.843,11.0,17.0,36.0,36.0,692.0,100.0
59e6e21337f9f80861ee895f,5000,5000.0,3.864,8.0,50.0,84.0,84.0,1057.0,100.0
5ba8dffeb2f5b12221c73576,5000,5000.0,3.873,11.0,108.0,90.0,90.0,299.0,65.57289002557545
58de1f5eef07c15511148726,5000,5000.0,3.897,12.0,16.0,25.0,25.0,701.0,65.57289002557545
5a6166cbedd44230ea9c60dc,5000,5000.0,3.904,8.0,7.0,-14.0,-14.0,876.0,100.0
5b96067f42ebca48f6c041e8,5000,5000.0,3.911,13.0,17.0,24.0,24.0,792.0,100.0
578793716b944637fa356bb4,5000,5000.0,3.923,6.0,6.0,0.0,0.0,609.0,65.57289002557545
578e02bec0e9340e993d13f4,5000,5000.0,3.946,8.0,7.0,-14.0,-14.0,309.0,100.0
5a1a2758f3c1176a45e41544,5000,5000.0,3.946,11.0,12.0,9.0,9.0,1045.0,65.57289002557545
576518fcf093bd5e79c5e351,5000,5000.0,3.946,13.0,51.0,75.0,75.0,127.0,100.0
5a5a074d87c25b39c7a80ef1,5000,5000.0,3.949,6.0,41.0,86.0,86.0,939.0,65.57289002557545
5646025ecb3a45127928c032,5000,5000.0,3.958,11.0,10.0,-10.0,-10.0,1897.0,65.57289002557545
54f804901c36ca266909d090,5000,5000.0,3.96,19.0,17.0,-11.0,-11.0,1163.0,100.0
5b5a8a32f114fc2a4ca301d3,5000,5000.0,3.96,14.0,27.0,49.0,49.0,1442.0,100.0
57ff8bcd0712e0312f81ed73,5000,5000.0,3.966,2.0,2.0,0.0,0.0,320.0,65.57289002557545
5ae417f567d25c041f6dd934,5000,5000.0,3.978,12.0,17.0,30.0,30.0,387.0,65.57289002557545
5837b0dc751d4d1b6e319c73,5000,5000.0,3.981,13.0,11.0,-18.0,-18.0,1224.0,65.57289002557545
58c4f51a77361650efb028df,5000,5000.0,3.981,9.0,8.0,-12.0,-12.0,593.0,65.57289002557545
58160e10f870301b4bff64fc,5000,5000.0,3.986,9.0,8.0,-12.0,-12.0,878.0,100.0
56d6cf588bd26e03ee663123,5000,5000.0,3.995,9.0,50.0,82.0,82.0,985.0,65.57289002557545
5825d0a72cf1425389672c35,5000,5000.0,4.002,8.0,7.0,-14.0,-14.0,581.0,100.0
5d55015e3cc46d5c40a15c19,5000,5000.0,4.015,9.0,19.0,53.0,53.0,588.0,65.57289002557545
5d7c4cc361090057c2bc7331,5000,5000.0,4.018,12.0,13.0,8.0,8.0,192.0,65.57289002557545
5902b4eab3e322098d3b41eb,5000,5000.0,4.022,11.0,88.0,88.0,88.0,1514.0,65.57289002557545
59afe1e030e1f33208fb2ca0,5000,5000.0,4.025,7.0,6.0,-16.0,-16.0,601.0,65.57289002557545
5819eb90d3d4474ddf97b23e,5000,5000.0,4.029,5.0,5.0,0.0,0.0,763.0,65.57289002557545
59cc8ef5776ab943e535b888,5000,5000.0,4.04,15.0,13.0,-15.0,-15.0,1632.0,65.57289002557545
5810b1db3deb94160f5cd4a3,5000,5000.0,4.041,6.0,6.0,0.0,0.0,616.0,65.57289002557545
58380161e18c0f0c70dd6907,5000,5000.0,4.041,8.0,7.0,-14.0,-14.0,1248.0,65.57289002557545
59644507366c0629be364972,5000,5000.0,4.045,9.0,8.0,-12.0,-12.0,1336.0,65.57289002557545
59cef71c21064f20067f4313,5000,5000.0,4.046,8.0,17.0,53.0,53.0,787.0,65.57289002557545
57adc71ab0960b039817e137,5000,5000.0,4.048,9.0,8.0,-12.0,-12.0,740.0,65.57289002557545
5a17b55d1f4d8c4f0b44b0ce,5000,5000.0,4.053,18.0,27.0,34.0,34.0,1903.0,65.57289002557545
563a19d1f75382101530dc15,5000,5000.0,4.054,8.0,7.0,-14.0,-14.0,1269.0,65.57289002557545
5972058b439a9828e425dd78,5000,5000.0,4.054,11.0,11.0,0.0,0.0,1401.0,65.57289002557545
587f55e57f83404d58fe59fb,5000,5000.0,4.057,9.0,8.0,-12.0,-12.0,613.0,65.57289002557545
587b795b0366d00c898ea210,5000,5000.0,4.058,9.0,13.0,31.0,31.0,1017.0,65.57289002557545
58e5a2822d91301f0b3a6bd9,5000,5000.0,4.064,8.0,65.0,88.0,88.0,1366.0,65.57289002557545
5c17357134f7db2450b03d51,5000,5000.0,4.069,6.0,29.0,80.0,80.0,615.0,65.57289002557545
53e4bb20ff4d6d1b68bdb6d1,5000,5000.0,4.071,3.67,9.0,60.0,60.0,510.0,100.0
5528e31e43a8db0c29241cd1,5000,5000.0,4.081,11.0,10.0,-10.0,-10.0,728.0,65.57289002557545
5641e263906c9c12737e6725,5000,5000.0,4.089,5.65,9.0,38.0,38.0,1002.0,100.0
56dd52e8e0a234169b46c4ca,5000,5000.0,4.091,9.0,8.0,-12.0,-12.0,827.0,65.57289002557545
530306fe34067e3f15c41d87,5000,5000.0,4.093,19.0,21.0,10.0,10.0,1561.0,100.0
5e50d52818034a6835aeed37,5000,5000.0,4.1,2.0,7.0,72.0,72.0,239.0,65.57289002557545
5b5576f84543f458aee346fb,5000,5000.0,4.11,14.0,26.0,47.0,47.0,437.0,65.57289002557545
585a8e9a7b78704cd251a232,5000,5000.0,4.121,5.0,5.0,0.0,0.0,883.0,65.57289002557545
5878edca3497136a61732df9,5000,5000.0,4.131,8.0,7.0,-14.0,-14.0,983.0,65.57289002557545
585f9ac5d7d14e4d51c16d4e,5000,5000.0,4.135,7.0,9.0,23.0,23.0,1169.0,100.0
543cf22998dc200761d621b2,5000,5000.0,4.138,5.69,17.0,67.0,67.0,922.0,65.57289002557545
5ae6dab8b125ab6825502d06,5000,5000.0,4.146,3.73,9.0,59.0,59.0,856.0,65.57289002557545
5911220e84aaef7ce5d732ef,5000,5000.0,4.156,6.0,17.0,65.0,65.0,1650.0,65.57289002557545
587b63ed3cca004cbd02d7d3,5000,5000.0,4.158,6.0,38.0,85.0,85.0,1442.0,65.57289002557545
5e673ce450536b05cca259f2,5000,5000.0,4.171,11.0,38.0,72.0,72.0,377.0,65.57289002557545
59e70d8ceea5c546fa152f42,5000,5000.0,4.176,8.0,7.0,-14.0,-14.0,917.0,65.57289002557545
56db028b3a9cb801c374b3c6,5000,5000.0,4.177,6.0,6.0,0.0,0.0,901.0,65.57289002557545
57e00221b8115e1061a6f6d0,5000,5000.0,4.178,8.0,7.0,-14.0,-14.0,957.0,65.57289002557545
5a5f153e430b71500d87877c,5000,5000.0,4.193,8.0,58.0,87.0,87.0,920.0,65.57289002557545
58f0a6738a60c363c1281d72,5000,5000.0,4.193,7.0,25.0,72.0,72.0,774.0,65.57289002557545
540ec1f21d2d431f2d4b5cb6,5000,5000.0,4.2,8.0,122.0,94.0,94.0,1355.0,65.57289002557545
54236fbbf6d29616559514c9,5000,5000.0,4.216,8.0,27.0,71.0,71.0,921.0,65.57289002557545
59538508e81e8a67610d9c8b,5000,5000.0,4.226,14.0,68.0,80.0,80.0,734.0,65.57289002557545
5ad02d61ccf0c866db06b8c9,5000,5000.0,4.228,5.69,5.0,-13.0,-13.0,437.0,65.57289002557545
5a69c113da6ce6220cd14e05,5000,5000.0,4.23,5.0,5.0,0.0,0.0,667.0,65.57289002557545
5435ef5d01c0c057210e6b32,5000,5000.0,4.231,16.0,34.0,53.0,53.0,1612.0,100.0
5950dd272eac1127e00c4883,5000,5000.0,4.232,14.0,89.0,85.0,85.0,647.0,65.57289002557545
59e968275d6f342463a6157b,5000,5000.0,4.237,13.0,68.0,81.0,81.0,1095.0,100.0
56d954c8d30d44338d07e50a,5000,5000.0,4.25,7.0,22.0,69.0,69.0,797.0,65.57289002557545
58eb0bacd36f081046b7149c,5000,5000.0,4.251,8.0,7.0,-14.0,-14.0,870.0,65.57289002557545
582173d6797f2308a87626e7,5000,5000.0,4.252,5.65,5.0,-13.0,-13.0,998.0,65.57289002557545
5ac0310597223354603de223,5000,5000.0,4.253,11.0,10.0,-10.0,-10.0,1556.0,65.57289002557545
5576bb43de4a8c24953ae98f,5000,5000.0,4.257,11.0,10.0,-10.0,-10.0,1183.0,65.57289002557545
58be241991fd205b2462acc3,5000,5000.0,4.261,14.0,84.0,84.0,84.0,686.0,65.57289002557545
53c62f6b46188e177eb57b6d,5000,5000.0,4.267,16.0,56.0,72.0,72.0,781.0,100.0
59410b5a7c64942ee36dad7a,5000,5000.0,4.279,8.0,7.0,-14.0,-14.0,894.0,65.57289002557545
578e0488ba8cd20e9b1b4a3b,5000,5000.0,4.297,5.0,5.0,0.0,0.0,1013.0,100.0
589ae185ad330a4feb2b6dd5,5000,5000.0,4.299,8.0,7.0,-14.0,-14.0,2737.0,100.0
593f5bc925c4f57281c63593,5000,5000.0,4.304,3.0,17.0,83.0,83.0,788.0,65.57289002557545
547bdd648edcfa5656cac810,5000,5000.0,4.306,2.66,3.0,12.0,12.0,1136.0,65.57289002557545
58f6f47891a95f10f0c54b8c,5000,5000.0,4.316,8.0,7.0,-14.0,-14.0,1512.0,65.57289002557545
561921dd9342a274cb448c07,5000,5000.0,4.397,8.0,17.0,53.0,53.0,907.0,65.57289002557545
5879cca64f3f2e4e79ae70ae,5000,5000.0,4.398,4.0,26.0,85.0,85.0,825.0,65.57289002557545
585a1ec0b357934ca66b1457,5000,5000.0,4.465,11.0,26.0,58.0,58.0,1571.0,65.57289002557545
59b29ff23eb22a1355606548,5000,5000.0,4.471,15.0,13.0,-15.0,-15.0,1257.0,65.57289002557545
545c2b1790c776172b72d5ab,4000,1000.0,4.057,13.0,11.25,-15.0,-15.0,407.0,50.0
5aa78a0c75599a5bd049d682,3200,640.0,4.033,9.2,11.0,17.0,16.6,261.0,20.0
5ae00dbf67d25c69bcf0251c,3100,775.0,4.195,11.5,22.75,14.0,13.5,167.0,50.0
5e5363458cd99e4035bcd1c8,3000,1000.0,3.96,8.62,63.0,86.0,86.33,86.0,33.0
56fba259138ef73c2a749a56,2400,400.0,3.959,3.12,3.33,9.0,8.67,97.0,50.0
5177b0b63feb620dd802a197,2300,460.0,3.79,6.83,6.6,1.0,1.0,64.0,40.0
5d5256c527752b19063d8c53,2300,460.0,3.943,7.53,6.8,-7.0,-7.0,51.0,40.0
5d4a717070327a03c1e7644e,2250,450.0,3.797,6.03,7.0,21.0,21.2,34.0,80.0
5952a218e81e8a4c30b5bbbc,2200,550.0,3.957,6.37,5.5,-15.0,-15.25,197.0,25.0
5ae7cee3a71fbf0725de5d43,2200,550.0,4.003,5.89,21.5,60.0,59.5,84.0,50.0
570e15d2a18a3f5bc5285b9d,2100,700.0,3.953,6.55,14.67,43.0,43.0,235.0,33.0
56c6a33fabb774437118cd63,2100,700.0,3.965,6.0,5.67,-3.0,-3.0,86.0,33.0
5ae29b4e1baafe7c0109c5ae,2100,700.0,4.024,7.67,25.33,40.0,39.67,151.0,65.57289002557545
58c35950e2de036da9e2b570,2100,700.0,4.064,9.67,48.0,65.0,65.33,359.0,33.0
5abb2cf26be8733b5bf6844f,2100,700.0,4.117,3.53,6.67,48.0,48.33,86.0,33.0
58259c456ebae74739ecfdc8,2100,700.0,4.15,9.67,9.0,-6.0,-6.0,249.0,67.0
5ae93337d204cc177313f242,2100,700.0,4.232,9.33,20.33,52.0,52.33,87.0,65.57289002557545
5d46d6fd4c78550b43ab8351,2000,1000.0,3.476,8.0,7.0,-14.0,-14.0,86.0,65.57289002557545
5eba4507ad610e0589cab8c3,2000,1000.0,3.677,6.0,10.0,40.0,40.0,87.0,50.0
565c293d99558d1ed8ae7fb2,2000,1000.0,3.81,6.9,20.0,56.0,55.5,104.0,65.57289002557545
583512a3b63b3b249b0acc46,2000,1000.0,3.862,6.0,47.0,88.0,88.0,134.0,50.0
55d18ce6183a5d103f970011,2000,1000.0,3.871,5.5,19.0,67.0,67.0,62.0,65.57289002557545
547d7e413b64451274068583,2000,1000.0,3.895,5.85,13.0,55.0,55.0,602.0,50.0
5440e3d7f8abc82cbd97b19c,2000,1000.0,3.908,11.0,152.0,93.0,93.0,808.0,50.0
546d44001280fa3ce1bf80fa,2000,1000.0,3.91,12.0,17.0,30.0,30.0,103.0,50.0
566a25e33a698c1f131fd872,2000,1000.0,3.949,7.5,11.0,30.0,29.5,59.0,50.0
5a5c78ee9d0a7b724c6535fa,2000,1000.0,3.965,9.0,65.0,87.0,87.0,162.0,50.0
5b8e776e2eb51f7a5900a88a,2000,1000.0,3.965,8.0,7.0,-14.0,-14.0,373.0,50.0
5d47dd864f7ba75f53d67c7c,2000,1000.0,4.012,7.0,50.0,86.0,86.0,49.0,50.0
58fde9517c09181253b0ef86,2000,1000.0,4.013,7.0,6.0,-16.0,-16.0,245.0,50.0
58c921126c30436b692b1ead,2000,1000.0,4.039,11.0,33.5,33.0,33.0,576.0,50.0
58c910072be00b51c601ccee,2000,1000.0,4.057,10.0,33.5,35.0,35.0,130.0,50.0
5adef3559d5e9767b3177472,2000,1000.0,4.06,9.33,8.5,-6.0,-6.0,295.0,65.57289002557545
59c7610621064f2f6c8c9fe7,2000,1000.0,4.097,8.0,7.0,-14.0,-14.0,220.0,65.57289002557545
5d410bd1fe55c814ade29a1c,2000,1000.0,4.109,8.0,7.0,-14.0,-14.0,118.0,50.0
580f06685250a20783d33e56,2000,1000.0,4.151,14.0,75.5,82.0,82.0,159.0,65.57289002557545
548142ac653d51041ac1174f,2000,1000.0,4.173,5.84,11.0,47.0,47.0,307.0,50.0
5ae56280ddf45b183333ac45,2000,1000.0,4.182,5.87,36.0,73.0,72.5,163.0,65.57289002557545
5938c5a58e5b2e6601f01c6f,2000,1000.0,4.184,15.0,68.0,78.0,78.0,546.0,50.0
5abf36d540626a753e8fc18a,2000,1000.0,4.288,5.0,5.0,0.0,0.0,435.0,50.0
590f2995f3d19c2cba264414,2000,1000.0,4.325,5.0,5.0,0.0,0.0,31.0,50.0
5901f6c2a8e3eb2aca4b5559,2000,1000.0,4.331,12.0,22.0,46.0,45.5,258.0,100.0
59aebfa350df6107c1eff8c8,2000,1000.0,4.382,7.0,30.0,77.0,77.0,179.0,50.0
5b4028d56385741bff3b9163,2000,1000.0,4.391,5.87,11.0,47.0,47.0,209.0,50.0
5de0981739adf2a3406bed18,1300,325.0,3.729,10.25,9.0,-13.0,-13.0,101.0,50.0
54db03867851097093c0efe7,1300,325.0,3.852,8.5,7.5,-13.0,-13.5,92.0,25.0
5aab3c8ea6bf7a704caec65c,1300,325.0,3.953,7.37,6.5,-14.0,-14.25,178.0,25.0
593fcbd5ff3e807d6a8485ff,1300,325.0,4.024,7.0,6.25,-7.0,-7.0,22.0,25.0
55dc300452a04b658ad68139,1200,400.0,3.895,8.54,24.0,49.0,48.67,172.0,33.0
58db84154f0c6b53626b73ac,1200,400.0,3.917,9.26,34.0,53.0,52.67,171.0,65.57289002557545
5836e38728f25753fe6af6a8,1200,400.0,4.033,12.67,11.0,-15.0,-15.0,207.0,33.0
58a6f92596f1bb57c40b0d56,1200,400.0,4.048,11.22,11.0,2.0,2.0,182.0,33.0
5700e7eac1bed1088d6cd40a,1200,400.0,4.106,8.0,9.33,16.0,15.67,103.0,65.57289002557545
5b0b907d59206904541886cf,1200,400.0,4.218,16.0,14.0,-14.0,-14.0,97.0,33.0
5864767762a1e84ca30df7c9,1200,400.0,4.235,13.0,93.33,87.0,87.0,210.0,65.57289002557545
58b7d6dd3c18975a18817d64,1200,400.0,4.277,9.67,8.67,-12.0,-12.0,60.0,33.0
594ba69f2eac11550ec111a1,1150,383.0,4.039,9.28,13.33,35.0,35.0,90.0,65.57289002557545
575cfe470551415caa5505b5,1150,383.0,4.11,6.67,26.33,76.0,75.67,206.0,33.0
5aca1225e053885132dc837a,1100,550.0,3.736,11.5,10.5,-9.0,-9.5,103.0,65.57289002557545
5d462e58f320403871a78593,1100,550.0,3.838,7.5,6.5,-15.0,-15.0,93.0,50.0
58aec90823ef726994a323fe,1100,550.0,3.867,6.46,5.5,-17.0,-17.0,243.0,50.0
57b58a411f608c02bd6976a4,1100,550.0,3.871,9.5,8.5,-12.0,-12.0,158.0,65.57289002557545
5e548120207f9d0685eec2ea,1100,550.0,3.992,1.77,5.5,46.0,45.5,62.0,50.0
5d5f4780bd01a83fca39e0db,1100,550.0,4.007,1.8,25.5,94.0,93.5,22.0,50.0
5684eae9daaaee26a0fdadba,1100,550.0,4.025,8.0,29.5,67.0,67.0,229.0,65.57289002557545
5d40ffe372b0c94d00f6c1f0,1100,550.0,4.039,5.35,5.0,-4.0,-4.0,109.0,50.0
5a9e3a01ccf0c80c2d372870,1100,550.0,4.054,5.33,5.0,-6.0,-6.5,131.0,50.0
556425de56aea60ea1d17778,1100,550.0,4.094,7.0,28.5,40.0,40.0,69.0,50.0
5808e2beff6c57435af7df2d,1100,550.0,4.189,4.43,4.5,2.0,1.5,101.0,65.57289002557545
583658e928f25754106ae102,1100,550.0,4.234,14.0,95.5,86.0,85.5,115.0,50.0
556d68d19fb8ca1a0c4d82ee,1100,550.0,4.253,11.5,87.5,88.0,87.5,375.0,65.57289002557545
5b29ff427752c84390ed6ecf,1050,525.0,4.003,8.5,59.0,85.0,85.0,25.0,50.0
584426309b0f754de95d6b50,1000,1000.0,3.583,5.0,22.0,78.0,78.0,395.0,65.57289002557545
51aff6a38e221e2cafcdc0cb,1000,1000.0,3.59,9.0,9.0,0.0,0.0,300.0,65.57289002557545
5d3d857c0ff7f937558c4dd1,1000,1000.0,3.626,3.87,4.0,4.0,4.0,62.0,100.0
5d45349676befe65691dcfbb,1000,1000.0,3.681,12.0,11.0,-9.0,-9.0,286.0,65.57289002557545
5d57d3a9cf65030dc331b0b2,1000,1000.0,3.683,11.0,75.0,86.0,86.0,70.0,65.57289002557545
5d44f6c68388973d77042d83,1000,1000.0,3.703,11.0,83.0,87.0,87.0,118.0,65.57289002557545
5695ee973fa51e32deafd9c9,1000,1000.0,3.741,8.0,18.0,56.0,56.0,158.0,65.57289002557545
5b6ec2f2838d931d2fbf7a28,1000,1000.0,3.749,9.0,48.0,82.0,82.0,135.0,65.57289002557545
553c93bcd57a0156022b1598,1000,1000.0,3.761,19.0,17.0,-11.0,-11.0,255.0,65.57289002557545
5ba0fe4673d934503a6cb6ad,1000,1000.0,3.766,11.0,11.0,0.0,0.0,223.0,100.0
5dcb9bb2997e90092d624499,1000,1000.0,3.766,8.0,7.0,-14.0,-14.0,294.0,65.57289002557545
5b17df3f012875082bc82048,1000,1000.0,3.768,11.0,22.0,50.0,50.0,129.0,65.57289002557545
559f4066577ce11970f7f7fa,1000,1000.0,3.79,4.86,8.0,40.0,40.0,115.0,65.57289002557545
5d4e91681d9a8e1fcc2fefba,1000,1000.0,3.794,6.0,30.0,80.0,80.0,325.0,65.57289002557545
5d46751876befe56001de246,1000,1000.0,3.811,7.0,6.0,-16.0,-16.0,46.0,65.57289002557545
57d67d2bb1adb8102d39f90f,1000,1000.0,3.817,11.0,11.0,0.0,0.0,131.0,65.57289002557545
56a6d6f9cc46da0df30dd801,1000,1000.0,3.82,12.0,11.0,-9.0,-9.0,181.0,65.57289002557545
5b8a0074f2858d1c8a032c5a,1000,1000.0,3.829,8.0,7.0,-14.0,-14.0,62.0,65.57289002557545
57b1288be4830507cc9f586a,1000,1000.0,3.842,11.0,10.0,-10.0,-10.0,410.0,65.57289002557545
5a2bc05fddda8c49398c52fe,1000,1000.0,3.845,6.0,6.0,0.0,0.0,134.0,65.57289002557545
57878a7316b28907b9b50131,1000,1000.0,3.855,6.0,22.0,73.0,73.0,47.0,100.0
5440df5815133758cf40f1e3,1000,1000.0,3.855,12.0,85.0,86.0,86.0,137.0,65.57289002557545
582b156ff6872e749e4d1ad4,1000,1000.0,3.857,9.0,8.0,-12.0,-12.0,81.0,65.57289002557545
5684ca0f73c0e02989b91cad,1000,1000.0,3.858,1.0,11.0,91.0,91.0,5.0,65.57289002557545
59a54d5eae228e4f11e9c5e0,1000,1000.0,3.861,12.0,11.0,-9.0,-9.0,928.0,65.57289002557545
579f12b73087c40f57abcd3d,1000,1000.0,3.864,12.0,11.0,-9.0,-9.0,398.0,65.57289002557545
57a09a5649c29a34cf282715,1000,1000.0,3.876,8.0,42.0,81.0,81.0,409.0,65.57289002557545
55c89dc93a698c6010edccc4,1000,1000.0,3.877,6.0,56.0,90.0,90.0,938.0,65.57289002557545
589e67aa3205e17175ced38e,1000,1000.0,3.878,11.0,159.0,94.0,94.0,585.0,65.57289002557545
5d3be81670327a1a4ffce08e,1000,1000.0,3.883,3.9,5.0,22.0,22.0,57.0,100.0
56d572b08ec6660796b65705,1000,1000.0,3.885,8.0,9.0,12.0,12.0,45.0,65.57289002557545
56efff5017777d430c47b78e,1000,1000.0,3.892,12.0,11.0,-9.0,-9.0,646.0,65.57289002557545
57a1ac972b6fb2282425b585,1000,1000.0,3.893,8.0,7.0,-14.0,-14.0,152.0,65.57289002557545
