merchantid,totalunitssold,meanunitssoldperproduct,rating,meanproductprices,meanretailprices,averagediscount,meandiscount,meanproductratingscount,urgencytextrate
56ebb573e652e91f9ca6a674,1000,1000.0,3.894,15.0,13.0,-15.0,-15.0,854.0,65.57289002557545
586e70187e94384d6fc17f14,1000,1000.0,3.894,9.0,9.0,0.0,0.0,238.0,65.57289002557545
5a20c64d8cf0ed4d57d60471,1000,1000.0,3.895,11.0,10.0,-10.0,-10.0,85.0,65.57289002557545
59f5481068788b25d0a84068,1000,1000.0,3.896,11.0,10.0,-10.0,-10.0,113.0,65.57289002557545
5dde67d7801ecf6d4c385348,1000,1000.0,3.896,11.0,10.0,-10.0,-10.0,299.0,65.57289002557545
58d4832721ad9176d0d3d00f,1000,1000.0,3.897,16.0,59.0,73.0,73.0,222.0,65.57289002557545
565c1b173a698c769e2be15d,1000,1000.0,3.9,8.0,25.0,68.0,68.0,220.0,65.57289002557545
5b21e84a43b3b67a3089b10d,1000,1000.0,3.901,8.0,17.0,53.0,53.0,288.0,65.57289002557545
564b2fb5c126a0127af8441e,1000,1000.0,3.905,5.0,5.0,0.0,0.0,102.0,100.0
58d765d6da2852536d7a3fa9,1000,1000.0,3.907,9.0,8.0,-12.0,-12.0,248.0,65.57289002557545
57d64f7bcafd22102c3a5fc2,1000,1000.0,3.91,2.0,56.0,97.0,97.0,41.0,65.57289002557545
575a9d8d6813ab5ceeb09521,1000,1000.0,3.912,8.0,72.0,89.0,89.0,153.0,65.57289002557545
5d43cda683889748193da7c0,1000,1000.0,3.931,7.0,6.0,-16.0,-16.0,68.0,65.57289002557545
5d5a1171560eca427bf10acb,1000,1000.0,3.932,11.0,10.0,-10.0,-10.0,212.0,65.57289002557545
5b99f68520019041167b0b74,1000,1000.0,3.936,6.0,6.0,0.0,0.0,352.0,65.57289002557545
5489a2fe546ead1ec9215829,1000,1000.0,3.939,8.0,34.0,77.0,77.0,429.0,65.57289002557545
56cd7070df108f481ff3e00e,1000,1000.0,3.94,9.0,9.0,0.0,0.0,129.0,65.57289002557545
5de7a6aa4c9c821f67c14ac3,1000,1000.0,3.942,13.0,19.0,32.0,32.0,151.0,100.0
5d5b651b283abc16408fff54,1000,1000.0,3.942,1.68,2.0,16.0,16.0,51.0,100.0
58fcdd56cdb8e24565cc017e,1000,1000.0,3.949,15.0,25.0,40.0,40.0,408.0,65.57289002557545
55f982b029624842ab599cc3,1000,1000.0,3.95,6.0,7.0,15.0,15.0,258.0,100.0
56961502ca1588618ca6d5fe,1000,1000.0,3.951,8.0,252.0,97.0,97.0,161.0,65.57289002557545
5e8544bfd69a0ea72d39bc31,1000,1000.0,3.959,2.69,3.0,11.0,11.0,74.0,65.57289002557545
583998c51591454a04a79709,1000,1000.0,3.96,14.0,12.0,-16.0,-16.0,548.0,100.0
5b125148c2586910aba903d6,1000,1000.0,3.965,7.0,6.0,-16.0,-16.0,601.0,65.57289002557545
5a031e9c9aee09542077d074,1000,1000.0,3.967,7.0,50.0,86.0,86.0,408.0,100.0
5857e83a1e95514d46b046dd,1000,1000.0,3.97,6.0,23.0,74.0,74.0,251.0,65.57289002557545
59b0dcac50df61071d239b12,1000,1000.0,3.973,8.0,7.0,-14.0,-14.0,161.0,65.57289002557545
5b8d343e133368366f2dff48,1000,1000.0,3.979,13.0,11.0,-18.0,-18.0,487.0,65.57289002557545
57ee6909567a8d101913df98,1000,1000.0,3.979,12.0,11.0,-9.0,-9.0,428.0,100.0
58d3828699637874f89eb45a,1000,1000.0,3.982,11.0,21.0,48.0,48.0,545.0,100.0
5819d0d196f2cc7dffad41ec,1000,1000.0,3.983,3.81,4.0,5.0,5.0,101.0,65.57289002557545
5b6935c0a1fdaa1dba5a4cd4,1000,1000.0,3.984,8.0,17.0,53.0,53.0,426.0,65.57289002557545
5b164e4c7e43f2326c3e3931,1000,1000.0,3.985,7.0,43.0,84.0,84.0,130.0,100.0
5b4d6eb88a5b7b24519e69ad,1000,1000.0,3.989,8.0,49.0,84.0,84.0,154.0,100.0
545dab9f5f313f1e28cb1a2f,1000,1000.0,3.993,5.86,5.0,-17.0,-17.0,150.0,65.57289002557545
5700e2be27992f63cdca2dca,1000,1000.0,3.995,5.0,8.0,38.0,38.0,31.0,100.0
547465748edcfa6ceab14f70,1000,1000.0,4.004,11.0,10.0,-10.0,-10.0,221.0,100.0
59a6cc4b21064f78b1bef62f,1000,1000.0,4.006,8.0,8.0,0.0,0.0,668.0,100.0
5466fad41280fa5ca27ba85d,1000,1000.0,4.007,14.0,12.0,-16.0,-16.0,475.0,65.57289002557545
56effd3864d54a58a619bdb1,1000,1000.0,4.008,12.0,31.0,62.0,62.0,344.0,100.0
5466e6343dabbe66ab062be8,1000,1000.0,4.014,14.0,51.0,73.0,73.0,445.0,65.57289002557545
5514d13ce87fd21cf12f9d0b,1000,1000.0,4.014,8.0,7.0,-14.0,-14.0,605.0,65.57289002557545
55419b79439bb51755098f63,1000,1000.0,4.015,11.0,11.0,0.0,0.0,217.0,65.57289002557545
584ae0173961b64ca9b426b1,1000,1000.0,4.017,6.0,22.0,73.0,73.0,518.0,100.0
580f361ff6978b4fdba4b112,1000,1000.0,4.019,2.8,3.0,7.0,7.0,78.0,65.57289002557545
5b8e19ad9058ed22fdc30621,1000,1000.0,4.028,5.67,6.0,6.0,6.0,245.0,65.57289002557545
5af54e838699ce1143d1f876,1000,1000.0,4.031,6.0,140.0,96.0,96.0,538.0,65.57289002557545
5d42991670327a71301ec76e,1000,1000.0,4.036,2.0,2.0,0.0,0.0,143.0,65.57289002557545
53e98c6446188e1d4d3a38bd,1000,1000.0,4.041,1.8,2.0,10.0,10.0,76.0,65.57289002557545
58501ab6ff3da74c89f8927f,1000,1000.0,4.044,5.0,5.0,0.0,0.0,279.0,65.57289002557545
58c2318d3f49634886892d7c,1000,1000.0,4.045,5.0,5.0,0.0,0.0,94.0,65.57289002557545
597eda458696be7dab480a44,1000,1000.0,4.047,12.0,11.0,-9.0,-9.0,899.0,65.57289002557545
5dc69ae4c4e6e61846dfc2b4,1000,1000.0,4.055,5.65,5.0,-13.0,-13.0,108.0,65.57289002557545
5ad16178db5f1f07107a5401,1000,1000.0,4.057,8.0,7.0,-14.0,-14.0,124.0,100.0
557ac6650a43e41ba218240a,1000,1000.0,4.058,4.68,25.0,82.0,82.0,127.0,65.57289002557545
58748c070e230b22a1ab5bc2,1000,1000.0,4.061,7.0,6.0,-16.0,-16.0,442.0,100.0
5ad1f14d40626a47903fe9df,1000,1000.0,4.064,11.0,10.0,-10.0,-10.0,215.0,65.57289002557545
583edf165022c71b82d1d6c7,1000,1000.0,4.064,13.0,13.0,0.0,0.0,332.0,100.0
59b38b9d0ec30f3dcde27914,1000,1000.0,4.065,8.0,7.0,-14.0,-14.0,378.0,65.57289002557545
54d30f53dc8ce133f79b434d,1000,1000.0,4.066,5.65,6.0,6.0,6.0,217.0,65.57289002557545
58285d7f168b5430c5090ab8,1000,1000.0,4.072,5.82,58.0,90.0,90.0,623.0,65.57289002557545
5948c9761f2f0f2efb675fa4,1000,1000.0,4.072,8.0,7.0,-14.0,-14.0,111.0,100.0
5eb8cf5429e78638f27379f5,1000,1000.0,4.075,5.69,10.0,44.0,44.0,76.0,65.57289002557545
544e3da38edcfa4c456f6181,1000,1000.0,4.078,11.0,10.0,-10.0,-10.0,100.0,65.57289002557545
56c30460d7e2821146329f82,1000,1000.0,4.079,3.71,6.0,39.0,39.0,181.0,65.57289002557545
5858d328e18c0f7603a08e1f,1000,1000.0,4.08,3.0,5.0,40.0,40.0,327.0,100.0
585a45a3ef562825c60e0c71,1000,1000.0,4.08,8.0,30.0,74.0,74.0,65.0,100.0
57108cd6a995b507211ef8fb,1000,1000.0,4.086,13.0,50.0,74.0,74.0,855.0,65.57289002557545
5aec1dd2c96bb815b802df67,1000,1000.0,4.09,8.0,8.0,0.0,0.0,187.0,100.0
57f7b4a3bc506d1e56530cdd,1000,1000.0,4.092,6.0,9.0,34.0,34.0,471.0,65.57289002557545
55d480c092e9ba1242bd816a,1000,1000.0,4.095,5.0,5.0,0.0,0.0,252.0,100.0
55e51e53c9f8235d17759948,1000,1000.0,4.098,22.0,159.0,87.0,87.0,235.0,65.57289002557545
5b6bb6d7790f1a0d8a416c03,1000,1000.0,4.101,13.0,43.0,70.0,70.0,65.0,100.0
5938e6a17fe241506f93503b,1000,1000.0,4.11,3.76,4.0,6.0,6.0,95.0,65.57289002557545
596636724b913a6954556581,1000,1000.0,4.115,8.0,7.0,-14.0,-14.0,650.0,65.57289002557545
58aea6fe15241651ee65307b,1000,1000.0,4.12,2.0,6.0,67.0,67.0,121.0,65.57289002557545
5d3c419de4b65d4fb81e7286,1000,1000.0,4.124,1.91,6.0,69.0,69.0,141.0,65.57289002557545
5cd6743c8da3ad22253d937f,1000,1000.0,4.126,8.0,7.0,-14.0,-14.0,267.0,100.0
589eb1c33205e17175cee2ee,1000,1000.0,4.127,3.87,4.0,4.0,4.0,94.0,65.57289002557545
5864730562a1e84ca10df658,1000,1000.0,4.132,11.0,10.0,-10.0,-10.0,483.0,65.57289002557545
5b08f027c2586968afffb44f,1000,1000.0,4.136,11.0,17.0,36.0,36.0,462.0,100.0
56cc2ea09879a4136344cf49,1000,1000.0,4.137,8.0,7.0,-14.0,-14.0,120.0,65.57289002557545
590eda48f3d19c203c2648e4,1000,1000.0,4.141,11.0,84.0,87.0,87.0,792.0,65.57289002557545
5a3ccf7f028bbd773f938596,1000,1000.0,4.142,8.0,51.0,85.0,85.0,256.0,65.57289002557545
5a0d2c3e68788b4400878642,1000,1000.0,4.143,9.0,57.0,85.0,85.0,146.0,65.57289002557545
5b420ce3d9b2a4418b74ae31,1000,1000.0,4.146,18.0,16.0,-12.0,-12.0,477.0,100.0
5b7ecbfa7956ef54b750df16,1000,1000.0,4.147,22.0,169.0,87.0,87.0,542.0,100.0
5e6910549145adc9f7972fac,1000,1000.0,4.149,13.0,33.0,61.0,61.0,122.0,65.57289002557545
5a54add17dee4a20b31ef567,1000,1000.0,4.149,11.0,76.0,86.0,86.0,364.0,65.57289002557545
5853765779b45e0b58ad30f4,1000,1000.0,4.153,7.0,9.0,23.0,23.0,219.0,100.0
586fbd8b8c30e82bdcce557d,1000,1000.0,4.155,6.0,6.0,0.0,0.0,362.0,100.0
5acecb61417cee2b9d27f88a,1000,1000.0,4.158,5.0,5.0,0.0,0.0,197.0,65.57289002557545
53df1a1046188e7ac043c6da,1000,1000.0,4.16,19.0,26.0,27.0,27.0,205.0,65.57289002557545
582bd2fde18c0f0a402ba101,1000,1000.0,4.16,15.0,101.0,86.0,86.0,646.0,65.57289002557545
5accadccc98949438a3729a2,1000,1000.0,4.161,12.0,17.0,30.0,30.0,230.0,65.57289002557545
58cbc85cad83385080a3cf94,1000,1000.0,4.165,11.0,10.0,-10.0,-10.0,101.0,65.57289002557545
595df09dd44a9b53910f4e2b,1000,1000.0,4.166,9.0,31.0,71.0,71.0,317.0,65.57289002557545
58cf7224712870506c44edd9,1000,1000.0,4.171,6.0,8.0,25.0,25.0,523.0,100.0
5a4df4937ce75c31079ba413,1000,1000.0,4.174,14.0,102.0,87.0,87.0,197.0,65.57289002557545
576b9101ac55bd7f2108992b,1000,1000.0,4.179,2.72,17.0,85.0,85.0,116.0,65.57289002557545
54a2cd4940b3782666e8a5bf,1000,1000.0,4.181,17.0,75.0,78.0,78.0,479.0,65.57289002557545
58539804afa5ec4cae2cdce8,1000,1000.0,4.181,8.0,7.0,-14.0,-14.0,398.0,65.57289002557545
59bcfadb776ab96ae984be82,1000,1000.0,4.191,8.0,22.0,64.0,64.0,638.0,100.0
5787268541b5257c73d0132f,1000,1000.0,4.193,8.0,9.0,12.0,12.0,621.0,65.57289002557545
5b0a6169012875789c76ebba,1000,1000.0,4.198,6.0,6.0,0.0,0.0,170.0,65.57289002557545
590d6c356815062709f1b06c,1000,1000.0,4.204,7.0,6.0,-16.0,-16.0,129.0,100.0
5950d54a4b913a1174a7ae6d,1000,1000.0,4.209,8.0,30.0,74.0,74.0,270.0,100.0
5d4cf83dc8bc520142c8534f,1000,1000.0,4.21,5.75,25.0,77.0,77.0,117.0,65.57289002557545
5ba9af0fef66004cac1013f7,1000,1000.0,4.212,12.0,102.0,89.0,89.0,206.0,65.57289002557545
58cf8bc8375c92523736b540,1000,1000.0,4.213,11.0,24.0,55.0,55.0,154.0,100.0
5a4b4ab27dee4a057cca7429,1000,1000.0,4.215,11.0,68.0,84.0,84.0,211.0,65.57289002557545
5810c45baf5d3c19670b3f9a,1000,1000.0,4.217,8.0,7.0,-14.0,-14.0,558.0,65.57289002557545
5accdb3c1baafe6febd26cf3,1000,1000.0,4.22,5.77,16.0,64.0,64.0,687.0,65.57289002557545
570cfe55a18a3f4630d18c02,1000,1000.0,4.223,14.0,12.0,-16.0,-16.0,429.0,100.0
58c14b3e98d70751f799bc3f,1000,1000.0,4.229,15.0,13.0,-15.0,-15.0,497.0,100.0
5a0fe8770a332a615df86c5e,1000,1000.0,4.229,9.0,9.0,0.0,0.0,216.0,65.57289002557545
595f3d28ce4e69232af53c32,1000,1000.0,4.238,16.0,26.0,39.0,39.0,450.0,65.57289002557545
58ad365fb3bd6d507b06db0f,1000,1000.0,4.241,12.0,93.0,88.0,88.0,534.0,100.0
58475ecf5eee8869e4ad9a07,1000,1000.0,4.243,5.71,13.0,57.0,57.0,317.0,65.57289002557545
5af25671e139d756e4f0afbe,1000,1000.0,4.246,9.0,84.0,90.0,90.0,420.0,100.0
5aad329608a224392d805720,1000,1000.0,4.254,15.0,13.0,-15.0,-15.0,277.0,65.57289002557545
5853b96be788110ac30168b9,1000,1000.0,4.254,16.0,14.0,-14.0,-14.0,552.0,65.57289002557545
566a3ef17233ff2686443082,1000,1000.0,4.257,8.0,7.0,-14.0,-14.0,843.0,65.57289002557545
5ae0213bb722cf61f1aa3624,1000,1000.0,4.26,8.0,11.0,28.0,28.0,153.0,100.0
582ff94e0d44631042fe7c41,1000,1000.0,4.261,8.0,7.0,-14.0,-14.0,439.0,65.57289002557545
5bbf00e6c5fdec1c0e0d401d,1000,1000.0,4.264,5.86,11.0,47.0,47.0,512.0,100.0
55dc6b85f51bf838d3e3dcc2,1000,1000.0,4.265,14.0,86.0,84.0,84.0,546.0,100.0
5a40bd3812fa1c2c21498ea7,1000,1000.0,4.279,5.73,5.0,-14.0,-14.0,182.0,65.57289002557545
58d9f311fe9cae52ce0213ec,1000,1000.0,4.279,11.0,14.0,22.0,22.0,651.0,100.0
58a3f270e269ee522580e6bb,1000,1000.0,4.296,14.0,12.0,-16.0,-16.0,176.0,65.57289002557545
587dcb1b6fa68c4caba87529,1000,1000.0,4.298,9.0,8.0,-12.0,-12.0,192.0,65.57289002557545
5d3bc9f8e13a7e654424a4cb,1000,1000.0,4.306,8.0,11.0,28.0,28.0,127.0,100.0
59c25e6a30e1f368ea189232,1000,1000.0,4.308,24.0,59.0,60.0,60.0,762.0,65.57289002557545
57383b023a698c3a936ce406,1000,1000.0,4.316,7.0,49.0,86.0,86.0,194.0,100.0
5873347af1f65d4d61b69b1a,1000,1000.0,4.319,3.84,4.0,4.0,4.0,55.0,65.57289002557545
58778fdcdfa6bc28858f3422,1000,1000.0,4.324,7.0,6.0,-16.0,-16.0,144.0,65.57289002557545
5b8deaae2eb51f6d30ff9a3d,1000,1000.0,4.332,7.0,6.0,-16.0,-16.0,207.0,100.0
5b66b2f303523d3caa84aed5,1000,1000.0,4.334,11.0,85.0,88.0,88.0,454.0,100.0
57a155a4b63950286426744f,1000,1000.0,4.337,8.0,48.0,84.0,84.0,794.0,65.57289002557545
54922e98223ebf6980220266,1000,1000.0,4.337,12.0,72.0,84.0,84.0,566.0,65.57289002557545
586c683cc87b4c4f84b6b4de,1000,1000.0,4.349,6.0,6.0,0.0,0.0,505.0,65.57289002557545
5528e6afecb5250bffe81ef7,1000,1000.0,4.35,3.72,11.0,67.0,67.0,178.0,65.57289002557545
583bdad32f5e5304a69d5bd3,1000,1000.0,4.352,6.0,6.0,0.0,0.0,330.0,65.57289002557545
5b41be818e210d22facca0bd,1000,1000.0,4.357,5.0,5.0,0.0,0.0,166.0,65.57289002557545
5885a7e767f7c84d7657d220,1000,1000.0,4.38,9.0,38.0,77.0,77.0,312.0,100.0
585cc05eaf0e9d52046c895d,1000,1000.0,4.38,11.0,10.0,-10.0,-10.0,413.0,65.57289002557545
555bf637b0213719da7229df,1000,1000.0,4.383,8.0,38.0,79.0,79.0,196.0,100.0
5bdc1408c23b3222e81f3936,1000,1000.0,4.393,1.66,2.0,17.0,17.0,33.0,65.57289002557545
5b80fee2008a3e2f6ec81563,1000,1000.0,4.417,6.0,22.0,73.0,73.0,201.0,100.0
551506dc18b2791039a7286d,1000,1000.0,4.42,13.0,72.0,82.0,82.0,326.0,65.57289002557545
592968ba63950d682ca4b195,1000,1000.0,4.423,5.0,5.0,0.0,0.0,377.0,65.57289002557545
56cd50871e15ff78c21de8a9,500,100.0,3.956,3.81,3.6,3.0,3.2,33.0,40.0
583da4b58108913e6c79a32e,500,83.0,4.069,6.14,7.33,22.0,22.33,29.0,50.0
5e4bb29957cc9b46d2e498f7,400,100.0,3.802,7.5,10.0,30.0,30.0,11.0,50.0
5b47ffa01e5bc91f3eea4f1f,400,100.0,3.975,7.0,6.5,-4.0,-4.5,9.0,50.0
5aea8f2ccac3c5238de1a99c,400,100.0,4.144,9.0,31.5,64.0,64.0,38.0,50.0
5eb51ed929e7865dc268a561,350,70.0,3.874,7.2,8.4,12.0,12.0,4.0,60.0
5dc40e313710b91b0f04fcc5,300,100.0,3.625,6.0,6.0,0.0,0.0,5.0,33.0
5d3da852e4b65d3e801e9b5d,300,100.0,3.732,11.0,10.0,-10.0,-10.0,45.0,67.0
5a698cef028bbd27227d3d12,300,100.0,3.884,3.0,3.0,0.0,0.0,58.0,67.0
584a7a381591451e4e3af3df,300,100.0,3.988,9.67,25.33,62.0,62.33,55.0,67.0
580c7d0a8b67fa197454a2d1,300,100.0,4.041,6.0,6.0,0.0,0.0,27.0,33.0
596b4085d4cc34162e778769,300,100.0,4.049,13.67,101.0,85.0,85.33,29.0,33.0
5d8b2f16ddac8e198fc7c8b7,300,100.0,4.155,7.0,6.0,-16.0,-16.0,25.0,33.0
5df71a34092d7302140be245,300,100.0,4.156,9.24,8.33,-11.0,-11.33,11.0,33.0
5710ac98b2d43a5925da8dd8,300,100.0,4.168,3.33,8.33,57.0,57.0,33.0,65.57289002557545
5eb6598ec43e5c5ab9fd5a78,300,75.0,3.791,8.0,8.5,3.0,3.0,9.0,50.0
5e4f6a3a29e786346774bcce,300,75.0,4.036,4.5,4.5,0.0,0.0,3.0,50.0
5eb50ff17041111c43033565,250,83.0,3.545,8.0,7.0,-14.0,-14.0,6.0,33.0
5e4a06cb57cc9b1700e826b3,200,100.0,3.186,8.0,26.0,70.0,70.0,14.0,50.0
5e54a05c207f9d3e6cee7040,200,100.0,3.188,7.0,26.0,74.0,74.0,10.0,65.57289002557545
5dd790db4cc6678b7441ba5d,200,100.0,3.382,11.0,10.0,-10.0,-10.0,45.0,50.0
5e61e5580705ac039c94c08f,200,100.0,3.409,3.7,47.0,93.0,93.0,11.0,50.0
56498ab42a6bdb4474afa47b,200,100.0,3.535,9.0,34.0,74.0,74.0,28.0,50.0
5d4e6ca57edfad27a90a6726,200,100.0,3.581,8.0,11.0,28.0,28.0,21.0,50.0
5d50fb2b1d9a8e23e3334c81,200,100.0,3.659,8.0,26.0,70.0,70.0,13.0,50.0
5e9a629b29e786250230ba90,200,100.0,3.667,11.0,16.0,32.0,32.0,12.0,50.0
5b0cd8577e43f257d4a05469,200,100.0,3.708,11.0,17.0,36.0,36.0,3.0,50.0
5e693079c6a6e679c0bf4613,200,100.0,3.766,8.0,59.0,87.0,87.0,114.0,50.0
5d56b32c40defd78043d5af9,200,100.0,3.774,13.0,11.0,-18.0,-18.0,2.0,50.0
5eb5076129e786048168034d,200,100.0,3.786,8.0,10.0,20.0,20.0,6.0,50.0
5a792e56a71fbf471cf1fc99,200,100.0,3.833,8.0,51.0,85.0,85.0,31.0,65.57289002557545
52838e612dcc6469fa2d7104,200,100.0,3.84,5.0,30.0,84.0,84.0,13.0,50.0
5e183869e344ec006fdaa805,200,100.0,3.855,17.0,108.0,85.0,84.5,50.0,65.57289002557545
5ac82ff62c49567ffa616535,200,100.0,3.855,11.0,84.0,87.0,87.0,18.0,65.57289002557545
58ff26fc42fc6a113afae083,200,100.0,3.878,10.0,64.0,85.0,84.5,34.0,50.0
5d9f24a451a4ed72d95bac9c,200,100.0,3.883,8.0,65.0,88.0,88.0,29.0,50.0
5d3e6e0ce13a7e7ae9f35f74,200,100.0,3.894,9.0,8.0,-12.0,-12.0,27.0,50.0
5b348167af6b3122dba38825,200,100.0,3.916,5.77,5.0,-15.0,-15.0,4.0,50.0
577f79f928d95d5777eac030,200,100.0,3.935,7.0,6.0,-16.0,-16.0,22.0,50.0
55dc2bf3b92a5941ebd4ecf2,200,100.0,3.948,10.5,46.5,78.0,77.5,32.0,65.57289002557545
55ed4e573a698c3a9daa8b2b,200,100.0,3.951,6.92,13.5,32.0,32.0,34.0,65.57289002557545
58a3db5e05b2f9716d029e30,200,100.0,3.968,11.0,10.0,-10.0,-10.0,22.0,50.0
5a9e4f25e05388149703d9c8,200,100.0,3.971,9.0,8.0,-13.0,-13.0,20.0,65.57289002557545
56cd27b048e91e13aa3986e4,200,100.0,3.984,6.0,8.0,25.0,25.0,13.0,50.0
56ab21890d8dad10e044b9ec,200,100.0,3.991,2.0,10.0,80.0,80.0,10.0,50.0
566e97ca39cce4269637a261,200,100.0,4.03,15.0,13.0,-15.0,-15.0,56.0,50.0
58da49c92c3a8f52a755d4a0,200,100.0,4.035,2.0,2.0,0.0,0.0,9.0,50.0
5eba4bab58ed6ba265685ba1,200,100.0,4.041,8.0,10.0,20.0,20.0,58.0,50.0
5e8ad4c829e7860d8e20b40c,200,100.0,4.048,13.0,11.0,-18.0,-18.0,26.0,50.0
5e50e6b968f8f90ec04531bf,200,100.0,4.069,3.94,8.0,51.0,51.0,21.0,50.0
593402ae25c4f54ed4e0abdf,200,100.0,4.072,11.0,134.0,92.0,92.0,28.0,50.0
568b82677f5cdb26abff2f9a,200,100.0,4.078,4.0,4.0,0.0,0.0,21.0,50.0
583141fbfef4094e51453d9b,200,100.0,4.079,4.67,4.0,-16.0,-16.0,82.0,50.0
57187da6f24dd9593ccc886a,200,100.0,4.09,5.0,48.0,90.0,90.0,30.0,50.0
5844fc74f521924c9b5148f3,200,100.0,4.115,2.71,3.0,10.0,10.0,12.0,50.0
5b722effbfb77d14812b8c2c,200,100.0,4.148,16.0,14.0,-14.0,-14.0,11.0,50.0
5b0e27596b9302238a10c3f8,200,100.0,4.175,11.0,20.0,45.0,45.0,14.0,50.0
5898240369b8584f668a188b,200,100.0,4.185,12.5,92.5,86.0,85.5,89.0,50.0
59257409b674b15e8191b8de,200,100.0,4.216,7.0,6.0,-16.0,-16.0,61.0,50.0
5d5108577ad24261ddf720f0,200,100.0,4.221,2.0,2.0,0.0,0.0,34.0,50.0
59506bd1abea9119a059422d,200,100.0,4.225,5.0,127.0,97.0,97.0,19.0,50.0
58dfa91e42ab0953f96d31d0,200,100.0,4.231,9.5,8.5,-12.0,-12.0,17.0,65.57289002557545
57885a8c090d40723d2105e3,200,100.0,4.258,2.8,3.0,7.0,7.0,6.0,50.0
5ae2d62f2c49564f1df9bbd1,200,100.0,4.277,11.0,10.0,-10.0,-10.0,98.0,65.57289002557545
56c2e30edf108f11548c6dcb,200,100.0,4.291,3.0,3.0,0.0,0.0,12.0,50.0
550ab2be8e8def0b2c654d4b,200,100.0,4.318,8.0,7.0,-14.0,-14.0,21.0,50.0
5e5f6272d0e9af054214467e,200,100.0,4.333,4.81,5.0,4.0,4.0,0.0,50.0
5700b51a0848f73d19d10cbb,200,100.0,4.361,11.0,47.0,77.0,77.0,23.0,50.0
58402f95e24c5b06c6dccd35,200,100.0,4.368,8.0,7.0,-14.0,-14.0,3.0,50.0
583beacf24b24f1b805ff7a2,200,100.0,4.39,8.0,7.0,-14.0,-14.0,28.0,50.0
582ff4f70299bc4f4b90d203,200,100.0,4.429,13.0,15.0,14.0,14.0,55.0,50.0
58ff6866e17bc0302f540b50,200,100.0,4.484,8.0,7.0,-14.0,-14.0,11.0,65.57289002557545
5e70afae21861a90a4e6b7f0,200,100.0,4.5,12.0,11.0,-9.0,-9.0,0.0,50.0
5e535f1b397cba44cf1118d8,150,50.0,3.733,2.89,7.0,59.0,59.0,1.0,33.0
5dda40561fead208515f98e2,150,50.0,3.737,8.0,7.0,-14.0,-14.0,8.0,33.0
5e3c5fbfe217d492138970c1,150,50.0,3.825,4.83,51.0,91.0,91.0,1.0,67.0
5a2fa9ce6ea4a770c66f5599,150,50.0,4.059,6.0,7.0,15.0,15.0,3.0,33.0
5d4bbed57ad242352a46d910,150,50.0,4.353,7.0,6.0,-16.0,-16.0,4.0,33.0
5d454f4056a26067881bb903,150,75.0,3.892,3.83,3.5,-8.0,-8.0,8.0,50.0
56c94ae6df108f5af83b1e0f,150,75.0,3.943,1.93,8.5,78.0,77.5,25.0,100.0
5e72dc545021d6138b405bdc,150,75.0,4.185,11.5,88.5,88.0,87.5,11.0,65.57289002557545
5d464a1ffdf7bc44ee933c65,120,40.0,3.99,6.0,48.33,88.0,88.0,5.0,33.0
56a9df1b3a698c526f769805,103,52.0,4.252,10.0,12.5,25.0,25.0,6.0,65.57289002557545
5e8d923d20c9b7545017f1f9,100,100.0,2.941,11.0,50.0,78.0,78.0,9.0,65.57289002557545
5e6cb9806bab2075b2b64d15,100,100.0,3.0,12.0,11.0,-9.0,-9.0,1.0,65.57289002557545
5e8c98966642021100f8db13,100,100.0,3.034,12.0,75.0,84.0,84.0,28.0,65.57289002557545
5e537a4038654d5bb8db71b4,100,100.0,3.039,5.0,5.0,0.0,0.0,6.0,65.57289002557545
5e61cd4b97cc101bd3066216,100,100.0,3.25,20.0,17.0,-17.0,-17.0,60.0,65.57289002557545
5e64b92e00ff3743cf8f3c3d,100,100.0,3.299,20.0,17.0,-17.0,-17.0,15.0,65.57289002557545
5e9c44cdf5b57cfb27118f62,100,100.0,3.338,3.66,26.0,86.0,86.0,10.0,65.57289002557545
5dc818ca030a154e48a3a8af,100,100.0,3.367,16.0,14.0,-14.0,-14.0,27.0,65.57289002557545
5e675a4b48763f1940d6ab3b,100,100.0,3.418,16.0,22.0,28.0,28.0,72.0,65.57289002557545
5dea1af2efc6ec06d5c16dd3,100,100.0,3.423,2.0,4.0,50.0,50.0,30.0,65.57289002557545
5e1691b573bfb90406044928,100,100.0,3.474,13.0,11.0,-18.0,-18.0,11.0,65.57289002557545
